[2017/03/02 00:00:13] fybit executed //copy at Location{world=CraftWorld{name=world},x=-359.2769981362292,y=5.038296540264108,z=212.56474018004602,pitch=34.649986,yaw=-169.1892}
[2017/03/02 22:46:07] fybit executed /gm 1 at Location{world=CraftWorld{name=world},x=-84.74993167007787,y=46.0,z=179.488875,pitch=-0.15,yaw=0.0}
[2017/03/02 22:50:53] fybit executed /mv create plotslg normal -g PlotSquared:h=54,s=100,b=44,f=159:9 at Location{world=CraftWorld{name=world},x=-84.76249998807907,y=46.0,z=179.36875121625988,pitch=-0.15,yaw=0.15}
[2017/03/02 22:51:02] fybit executed /p auto at Location{world=CraftWorld{name=world},x=-84.76249998807907,y=46.0,z=179.36875121625988,pitch=-0.15,yaw=0.15}
[2017/03/02 22:51:14] fybit executed /p auto at Location{world=CraftWorld{name=world},x=-80.03859027657688,y=46.0,z=179.09442265177236,pitch=4.3499947,yaw=7.499999}
[2017/03/02 22:51:27] fybit executed /mv list at Location{world=CraftWorld{name=world},x=-80.03859027657688,y=46.0,z=179.09442265177236,pitch=4.3499947,yaw=7.499999}
[2017/03/02 22:51:40] fybit executed /mv at Location{world=CraftWorld{name=world},x=-80.03859027657688,y=46.0,z=179.09442265177236,pitch=4.3499947,yaw=7.499999}
[2017/03/02 22:51:57] fybit executed /mv del plots at Location{world=CraftWorld{name=world},x=-80.03859027657688,y=46.0,z=179.09442265177236,pitch=4.3499947,yaw=7.499999}
[2017/03/02 22:52:14] fybit executed /mv delete plots at Location{world=CraftWorld{name=world},x=-80.03859027657688,y=46.0,z=179.09442265177236,pitch=4.3499947,yaw=7.499999}
[2017/03/02 22:52:56] fybit executed /mv delete plots at Location{world=CraftWorld{name=world},x=-80.03859027657688,y=46.0,z=179.09442265177236,pitch=4.3499947,yaw=7.499999}
[2017/03/02 22:53:27] fybit executed /mv delete plots at Location{world=CraftWorld{name=world},x=-80.03859027657688,y=46.0,z=179.09442265177236,pitch=3.8999944,yaw=7.349999}
[2017/03/02 22:53:36] fybit executed /mvconfirm at Location{world=CraftWorld{name=world},x=-80.03859027657688,y=46.0,z=179.09442265177236,pitch=3.8999944,yaw=7.349999}
[2017/03/02 22:53:43] fybit executed /p auto at Location{world=CraftWorld{name=world},x=-80.28603120902731,y=48.543470144102855,z=177.33551714429083,pitch=17.999994,yaw=11.699998}
[2017/03/02 22:53:46] fybit executed /p at Location{world=CraftWorld{name=world},x=-81.65453508338456,y=45.54910330803466,z=178.19999998807907,pitch=17.999994,yaw=11.699998}
[2017/03/02 22:53:53] fybit executed /p help admin at Location{world=CraftWorld{name=world},x=-81.77513985465642,y=45.54910330803466,z=178.19999998807907,pitch=17.999994,yaw=11.699998}
[2017/03/02 22:54:08] fybit executed /mv at Location{world=CraftWorld{name=world},x=-81.77513985465642,y=45.54910330803466,z=178.19999998807907,pitch=17.999994,yaw=11.699998}
[2017/03/02 22:54:13] fybit executed /mv list at Location{world=CraftWorld{name=world},x=-81.77513985465642,y=45.54910330803466,z=178.19999998807907,pitch=17.999994,yaw=11.699998}
[2017/03/02 22:54:25] fybit executed /world 4 at Location{world=CraftWorld{name=world},x=-81.77513985465642,y=45.54910330803466,z=178.19999998807907,pitch=17.999994,yaw=11.699998}
[2017/03/02 22:54:30] fybit executed /world 3 at Location{world=CraftWorld{name=world},x=-80.99480433509777,y=45.54910330803466,z=178.19999998807907,pitch=17.999994,yaw=11.699998}
[2017/03/02 22:56:10] fybit executed /warp a at Location{world=CraftWorld{name=plotslg},x=-103.06726038706316,y=55.5,z=170.24506693009695,pitch=18.599972,yaw=142.20015}
[2017/03/02 22:56:15] fybit executed /p auto at Location{world=CraftWorld{name=world},x=-325.3926277731078,y=22.0,z=136.1493189245216,pitch=29.39996,yaw=177.74995}
[2017/03/02 22:56:26] fybit executed /p auto at Location{world=CraftWorld{name=world},x=-80.0,y=46.0,z=179.0,pitch=0.0,yaw=0.0}
[2017/03/02 22:56:42] fybit executed /mv delete plotslg at Location{world=CraftWorld{name=world},x=-80.0,y=46.0,z=179.0,pitch=0.0,yaw=0.0}
[2017/03/02 22:56:49] fybit executed /mvconfirm at Location{world=CraftWorld{name=world},x=-80.0,y=46.0,z=179.0,pitch=0.0,yaw=0.0}
[2017/03/02 22:57:05] fybit executed /p at Location{world=CraftWorld{name=world},x=-80.01886926417176,y=46.0,z=177.854598362855,pitch=0.0,yaw=0.0}
[2017/03/02 22:57:10] fybit executed /p help all at Location{world=CraftWorld{name=world},x=-80.01886926417176,y=46.0,z=177.854598362855,pitch=0.0,yaw=0.0}
[2017/03/02 22:57:18] fybit executed /p help all 2 at Location{world=CraftWorld{name=world},x=-80.01886926417176,y=46.0,z=177.854598362855,pitch=0.0,yaw=0.0}
[2017/03/02 22:57:22] fybit executed /p help all 3 at Location{world=CraftWorld{name=world},x=-80.01886926417176,y=46.0,z=177.854598362855,pitch=0.0,yaw=0.0}
[2017/03/02 22:57:35] fybit executed /p help all 4 at Location{world=CraftWorld{name=world},x=-80.01886926417176,y=46.0,z=177.854598362855,pitch=0.0,yaw=0.0}
[2017/03/02 23:01:46] fybit executed /mv create plotslg normal -g PlotSquared:h=54,s=150,b=44,f=2, at Location{world=CraftWorld{name=world},x=-80.01886926417176,y=46.0,z=177.854598362855,pitch=0.0,yaw=0.0}
[2017/03/02 23:01:52] fybit executed /p auto at Location{world=CraftWorld{name=world},x=-80.01886926417176,y=46.0,z=177.854598362855,pitch=0.0,yaw=0.0}
[2017/03/02 23:01:56] fybit executed /p auto 100 100 at Location{world=CraftWorld{name=world},x=-80.01886926417176,y=46.0,z=177.854598362855,pitch=0.0,yaw=0.0}
[2017/03/02 23:02:03] fybit executed /p me at Location{world=CraftWorld{name=world},x=-80.01886926417176,y=46.0,z=177.854598362855,pitch=0.0,yaw=0.0}
[2017/03/02 23:02:11] fybit executed /p help all 3 at Location{world=CraftWorld{name=world},x=-79.85752567041831,y=46.0,z=178.05381580579177,pitch=0.0,yaw=0.0}
[2017/03/02 23:02:13] fybit executed /p help all 4 at Location{world=CraftWorld{name=world},x=-79.85752567041831,y=46.0,z=178.05381580579177,pitch=0.0,yaw=0.0}
[2017/03/02 23:02:16] fybit executed /p help all 5 at Location{world=CraftWorld{name=world},x=-79.85752567041831,y=46.0,z=178.05381580579177,pitch=0.0,yaw=0.0}
[2017/03/02 23:02:18] fybit executed /p help all 6 at Location{world=CraftWorld{name=world},x=-79.85752567041831,y=46.0,z=178.05381580579177,pitch=0.0,yaw=0.0}
[2017/03/02 23:02:21] fybit executed /p help all 7 at Location{world=CraftWorld{name=world},x=-79.85752567041831,y=46.0,z=178.05381580579177,pitch=0.0,yaw=0.0}
[2017/03/02 23:02:24] fybit executed /p help all 8 at Location{world=CraftWorld{name=world},x=-79.85752567041831,y=46.0,z=178.05381580579177,pitch=0.0,yaw=0.0}
[2017/03/02 23:02:27] fybit executed /p help all 9 at Location{world=CraftWorld{name=world},x=-79.85752567041831,y=46.0,z=178.05381580579177,pitch=0.0,yaw=0.0}
[2017/03/02 23:02:30] fybit executed /p help all 10 at Location{world=CraftWorld{name=world},x=-79.85752567041831,y=46.0,z=178.05381580579177,pitch=0.0,yaw=0.0}
[2017/03/02 23:02:35] fybit executed /p help all 11 at Location{world=CraftWorld{name=world},x=-79.85752567041831,y=46.0,z=178.05381580579177,pitch=0.0,yaw=0.0}
[2017/03/02 23:02:39] fybit executed /p help all 12 at Location{world=CraftWorld{name=world},x=-79.85752567041831,y=46.0,z=178.05381580579177,pitch=0.0,yaw=0.0}
[2017/03/02 23:02:42] fybit executed /p help all 13 at Location{world=CraftWorld{name=world},x=-79.85752567041831,y=46.0,z=178.05381580579177,pitch=0.0,yaw=0.0}
[2017/03/02 23:02:46] fybit executed /p help all 1 at Location{world=CraftWorld{name=world},x=-79.85752567041831,y=46.0,z=178.05381580579177,pitch=0.0,yaw=0.0}
[2017/03/02 23:02:52] fybit executed /p auto at Location{world=CraftWorld{name=world},x=-79.85752567041831,y=46.0,z=178.05381580579177,pitch=0.0,yaw=0.0}
[2017/03/02 23:03:01] fybit executed /world 3 at Location{world=CraftWorld{name=world},x=-79.85752567041831,y=46.0,z=178.05381580579177,pitch=0.0,yaw=0.0}
[2017/03/02 23:03:10] fybit executed /gm 1 at Location{world=CraftWorld{name=plotslg},x=-99.10767833318415,y=55.0,z=169.0620878572051,pitch=65.25001,yaw=173.09995}
[2017/03/02 23:04:22] fybit executed /back at Location{world=CraftWorld{name=plotslg},x=-92.25878409230103,y=55.0,z=215.03522579094277,pitch=7.049881,yaw=75.14987}
[2017/03/02 23:04:40] fybit executed /mv delete plotslg at Location{world=CraftWorld{name=world},x=-79.5,y=46.0,z=178.5,pitch=0.0,yaw=0.0}
[2017/03/02 23:04:45] fybit executed /mvconfirm at Location{world=CraftWorld{name=world},x=-79.5,y=46.0,z=178.5,pitch=0.0,yaw=0.0}
[2017/03/02 23:07:09] fybit executed /mv create plotslg normal -g PlotSquared:h=54,s=120,b=44,m=2 at Location{world=CraftWorld{name=world},x=-79.5,y=46.0,z=178.5,pitch=0.0,yaw=0.0}
[2017/03/02 23:07:18] fybit executed /world 3 at Location{world=CraftWorld{name=world},x=-79.5,y=46.0,z=178.5,pitch=0.0,yaw=0.0}
[2017/03/02 23:07:25] fybit executed /gm 1 at Location{world=CraftWorld{name=plotslg},x=-85.91857481744343,y=55.0,z=186.80446870131397,pitch=60.900017,yaw=32.400013}
[2017/03/02 23:07:53] fybit executed /p update at Location{world=CraftWorld{name=plotslg},x=-94.93851565177205,y=63.11246318045303,z=196.2422131515707,pitch=3.6000223,yaw=-144.59999}
[2017/03/02 23:08:32] fybit executed /warp a at Location{world=CraftWorld{name=plotslg},x=-94.93851565177205,y=63.11246318045303,z=196.2422131515707,pitch=3.6000223,yaw=-144.59999}
[2017/03/02 23:08:45] fybit executed /mv delete plotslg at Location{world=CraftWorld{name=world},x=-326.5,y=22.0,z=134.5,pitch=29.39996,yaw=177.74995}
[2017/03/02 23:08:50] fybit executed /mvconfirm at Location{world=CraftWorld{name=world},x=-326.5,y=22.0,z=134.5,pitch=29.39996,yaw=177.74995}
[2017/03/02 23:11:18] fybit executed /mv create plots normal -g PlotSquared:b=44 at Location{world=CraftWorld{name=world},x=-325.1207864860785,y=22.0,z=137.517330215459,pitch=-11.25005,yaw=179.09993}
[2017/03/02 23:11:31] fybit executed /world 3 at Location{world=CraftWorld{name=world},x=-325.1207864860785,y=22.0,z=137.517330215459,pitch=-11.25005,yaw=179.09993}
[2017/03/02 23:11:47] fybit executed /gm 1 at Location{world=CraftWorld{name=plots},x=-329.3764057073475,y=65.0,z=131.2465913687644,pitch=75.89999,yaw=180.90012}
[2017/03/02 23:12:15] fybit executed /p help admin at Location{world=CraftWorld{name=plots},x=-331.2639136619593,y=70.86944407895734,z=96.07483047353307,pitch=32.09996,yaw=290.55035}
[2017/03/02 23:12:43] fybit executed /p help admin 2 at Location{world=CraftWorld{name=plots},x=-331.2639136619593,y=70.86944407895734,z=96.07483047353307,pitch=32.09996,yaw=290.55035}
[2017/03/02 23:13:08] fybit executed /p createroadschematic 159:9 at Location{world=CraftWorld{name=plots},x=-331.2639136619593,y=70.86944407895734,z=96.07483047353307,pitch=32.09996,yaw=290.55035}
[2017/03/02 23:13:18] fybit executed /p me at Location{world=CraftWorld{name=plots},x=-326.0960646087819,y=92.2311914140533,z=136.1019675802602,pitch=45.89997,yaw=45.600403}
[2017/03/02 23:13:28] fybit executed /back at Location{world=CraftWorld{name=plots},x=-329.26970571494576,y=92.2311914140533,z=136.00985290400882,pitch=45.89997,yaw=45.600403}
[2017/03/02 23:13:40] fybit executed /mv delete plots at Location{world=CraftWorld{name=world},x=-325.5,y=22.0,z=137.5,pitch=-11.25005,yaw=179.09993}
[2017/03/02 23:13:47] fybit executed /mvconfirm at Location{world=CraftWorld{name=world},x=-325.5,y=22.0,z=137.5,pitch=-11.25005,yaw=179.09993}
[2017/03/02 23:14:18] fybit executed /mv create plots normal -g PlotSquared:b=44,s=120,m=2 at Location{world=CraftWorld{name=world},x=-325.5,y=22.0,z=137.5,pitch=-11.25005,yaw=179.09993}
[2017/03/02 23:14:29] fybit executed /world 3 at Location{world=CraftWorld{name=world},x=-325.5,y=22.0,z=137.5,pitch=-11.25005,yaw=179.09993}
[2017/03/02 23:14:54] fybit executed /back at Location{world=CraftWorld{name=plots},x=-324.54900887964794,y=67.90711016218616,z=111.69999998807907,pitch=48.89996,yaw=217.20047}
[2017/03/02 23:15:01] fybit executed /back at Location{world=CraftWorld{name=world},x=-325.5,y=22.0,z=137.5,pitch=-11.25005,yaw=179.09993}
[2017/03/02 23:16:49] fybit executed /p debugroadregen at Location{world=CraftWorld{name=plots},x=-341.3235792766864,y=69.79345578627483,z=99.52235504288345,pitch=26.24994,yaw=171.90045}
[2017/03/02 23:17:05] fybit executed /p debugroadregen 159:9 at Location{world=CraftWorld{name=plots},x=-341.3235792766864,y=69.79345578627483,z=99.52235504288345,pitch=26.24994,yaw=171.90045}
[2017/03/02 23:17:24] fybit executed /p createroadschematic at Location{world=CraftWorld{name=plots},x=-342.54999639189793,y=69.79345578627483,z=101.8049143706607,pitch=26.39994,yaw=172.20045}
[2017/03/02 23:17:29] fybit executed /plot auto at Location{world=CraftWorld{name=plots},x=-343.5996831110661,y=69.79345578627483,z=102.62388156926347,pitch=26.39994,yaw=172.20045}
[2017/03/02 23:19:09] fybit executed /p createroadschematic at Location{world=CraftWorld{name=plots},x=-40.787080015156064,y=65.99889008673475,z=26.091891671501585,pitch=15.149961,yaw=242.69995}
[2017/03/02 23:19:21] fybit executed /p debugroadregen at Location{world=CraftWorld{name=plots},x=-43.602845574023604,y=75.16992314228068,z=17.911198623866788,pitch=13.049959,yaw=179.39989}
[2017/03/02 23:19:30] fybit executed /p debugroadregen at Location{world=CraftWorld{name=plots},x=-43.602845574023604,y=75.16992314228068,z=17.911198623866788,pitch=13.049959,yaw=179.39989}
[2017/03/02 23:19:52] fybit executed /p regenallroads at Location{world=CraftWorld{name=plots},x=-43.602845574023604,y=75.16992314228068,z=17.911198623866788,pitch=13.049959,yaw=179.39989}
[2017/03/02 23:25:26] fybit executed /warp a at Location{world=CraftWorld{name=world},x=-41.800350009500754,y=55.87884226454694,z=33.14501353991706,pitch=18.149971,yaw=63.449707}
[2017/03/02 23:33:01] fybit executed /mv create plots normal -g PlotSquared:s=100,b=44,m=2 at Location{world=CraftWorld{name=world},x=-325.3434142140779,y=22.0,z=141.66444963063114,pitch=3.299958,yaw=259.79996}
[2017/03/02 23:33:24] fybit executed /p auto at Location{world=CraftWorld{name=world},x=-325.3434142140779,y=22.0,z=141.66444963063114,pitch=0.59995794,yaw=253.79997}
[2017/03/02 23:38:42] fybit executed /back at Location{world=CraftWorld{name=plots},x=2.682194674125243,y=68.28727167454663,z=-16.15975953896981,pitch=19.349934,yaw=133.35065}
[2017/03/02 23:40:55] fybit executed /p h at Location{world=CraftWorld{name=world},x=-41.2103095241761,y=4.0,z=34.73273173203544,pitch=6.5999722,yaw=-33.4503}
[2017/03/02 23:41:06] fybit executed /gm 1 at Location{world=CraftWorld{name=plots},x=-72.61199254772801,y=65.0,z=4.898284890174125,pitch=48.45001,yaw=41.249977}
[2017/03/02 23:43:15] fybit executed /mv at Location{world=CraftWorld{name=world},x=-41.2103095241761,y=4.0,z=34.73273173203544,pitch=10.049973,yaw=-98.400276}
[2017/03/02 23:43:20] fybit executed /mv list at Location{world=CraftWorld{name=world},x=-41.2103095241761,y=4.0,z=34.73273173203544,pitch=10.049973,yaw=-98.400276}
[2017/03/02 23:43:23] fybit executed /gm 1 at Location{world=CraftWorld{name=world},x=-47.62756301130478,y=4.914011452343292,z=34.077244078754916,pitch=10.049973,yaw=-98.400276}
[2017/03/02 23:43:59] fybit executed /mv create plots normal -g PlotSquared:s=100,m=3,b=44 at Location{world=CraftWorld{name=world},x=-48.28566787039385,y=4.0,z=33.92548248048761,pitch=10.049973,yaw=-98.400276}
[2017/03/02 23:46:32] fybit executed /gm 1 at Location{world=CraftWorld{name=world},x=-59.60459830849503,y=4.0,z=36.96213482610962,pitch=10.049973,yaw=-98.400276}
[2017/03/02 23:46:38] fybit executed /p auto at Location{world=CraftWorld{name=world},x=-60.57180107681504,y=4.0,z=36.48896030279976,pitch=10.049973,yaw=-98.400276}
[2017/03/02 23:46:40] fybit executed /p auto at Location{world=CraftWorld{name=world},x=-61.877249910174584,y=4.0,z=35.8994055158449,pitch=10.049973,yaw=-98.400276}
[2017/03/02 23:46:51] fybit executed /world 3 at Location{world=CraftWorld{name=world},x=-12.151470596166915,y=6.4986057155738886,z=13.587003092153624,pitch=11.249973,yaw=-95.850174}
[2017/03/02 23:47:01] fybit executed /gm 1 at Location{world=CraftWorld{name=plots},x=4.447090498671809,y=65.0,z=11.780647401363764,pitch=17.699995,yaw=-115.20003}
[2017/03/02 23:47:32] fybit executed /p h at Location{world=CraftWorld{name=plots},x=46.0118643168575,y=90.73924330190599,z=-21.64525057909662,pitch=4.9500203,yaw=87.75013}
[2017/03/02 23:47:41] fybit executed /p at Location{world=CraftWorld{name=plots},x=45.00446347571999,y=90.73924330190599,z=-21.63495909744615,pitch=4.9500203,yaw=87.75013}
