[2017/02/22 17:49:00] §6[§cAdmin§6]§d» §3chicken§r executed /spawn at Location{world=CraftWorld{name=world},x=-5131.255884678,y=101.1220623781035,z=771.118295189535,pitch=33.599957,yaw=-248.39966}
[2017/02/22 19:09:14] §6[§cAdmin§6]§d» §3chicken§r executed /ce book lightning 200 at Location{world=CraftWorld{name=world},x=-5051.85712880866,y=66.5,z=-163.25313945422482,pitch=32.85002,yaw=-268.9513}
[2017/02/22 19:09:16] §6[§cAdmin§6]§d» §3chicken§r executed /ce book lightning 200 at Location{world=CraftWorld{name=world},x=-5051.85712880866,y=66.5,z=-163.25313945422482,pitch=32.85002,yaw=-268.9513}
[2017/02/22 19:09:16] §6[§cAdmin§6]§d» §3chicken§r executed /ce book lightning 200 at Location{world=CraftWorld{name=world},x=-5051.85712880866,y=66.5,z=-163.25313945422482,pitch=32.85002,yaw=-268.9513}
[2017/02/22 19:09:33] §6[§cAdmin§6]§d» §3chicken§r executed /ce at Location{world=CraftWorld{name=world},x=-5071.727123785408,y=66.0,z=-172.12020317866072,pitch=61.65002,yaw=-184.65149}
[2017/02/22 19:09:38] §6[§cAdmin§6]§d» §3chicken§r executed /ce lostbook at Location{world=CraftWorld{name=world},x=-5071.727123785408,y=66.0,z=-172.1649928466091,pitch=61.65002,yaw=-184.65149}
[2017/02/22 19:09:44] §6[§cAdmin§6]§d» §3chicken§r executed /ce lostbook berserking at Location{world=CraftWorld{name=world},x=-5072.342901191086,y=67.0,z=-174.19224680178473,pitch=56.55002,yaw=-194.85156}
[2017/02/22 19:09:50] §6[§cAdmin§6]§d» §3chicken§r executed /ce lostbook lightning at Location{world=CraftWorld{name=world},x=-5072.772334968278,y=67.0,z=-178.2289196433982,pitch=56.55002,yaw=-194.85156}
[2017/02/22 19:10:00] §6[§cAdmin§6]§d» §3chicken§r executed /ce help at Location{world=CraftWorld{name=world},x=-5072.546810526162,y=66.0,z=-181.69999998807907,pitch=56.55002,yaw=-194.85156}
[2017/02/22 19:10:26] §6[§cAdmin§6]§d» §3chicken§r executed /ce info at Location{world=CraftWorld{name=world},x=-5072.0634366299955,y=66.0,z=-179.430703253299,pitch=56.55002,yaw=-194.85156}
[2017/02/22 19:11:32] §6[§cAdmin§6]§d» §3chicken§r executed /ce book boom at Location{world=CraftWorld{name=world},x=-5072.0634366299955,y=66.0,z=-179.430703253299,pitch=58.350014,yaw=-184.05151}
[2017/02/22 19:11:50] §6[§cAdmin§6]§d» §3chicken§r executed /ce book boom 20 at Location{world=CraftWorld{name=world},x=-5091.24745846522,y=74.5010594297298,z=-190.4204255345005,pitch=41.25002,yaw=-269.70154}
[2017/02/22 19:12:51] §6[§cAdmin§6]§d» §3chicken§r executed /ce book boom 20 at Location{world=CraftWorld{name=world},x=-5136.949615785914,y=68.8764117901676,z=-149.36266222647444,pitch=49.05001,yaw=-303.30115}
[2017/02/22 19:13:04] §6[§cAdmin§6]§d» §3chicken§r executed /ce info at Location{world=CraftWorld{name=world},x=-5102.268966447125,y=74.8764104298336,z=-64.86081966932112,pitch=39.00002,yaw=-13.35083}
[2017/02/22 19:13:11] §6[§cAdmin§6]§d» §3chicken§r executed /ce info at Location{world=CraftWorld{name=world},x=-5102.262259946976,y=74.8764104298336,z=-64.72342329872534,pitch=39.00002,yaw=-13.35083}
[2017/02/22 19:13:36] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add rapid 50 at Location{world=CraftWorld{name=world},x=-5042.797164539541,y=74.8764104298336,z=-42.32422247273672,pitch=19.80002,yaw=-18.450073}
[2017/02/22 19:13:51] §6[§cAdmin§6]§d» §3chicken§r executed /tp fybit at Location{world=CraftWorld{name=world},x=-5038.180554324176,y=74.8764104298336,z=-2.313126204090711,pitch=31.8,yaw=40.350258}
[2017/02/22 19:15:31] §6[§aMember§6] §ffybit§r executed //cut at Location{world=CraftWorld{name=world},x=-5102.861047425392,y=77.45585882181456,z=128.30000001192093,pitch=61.64998,yaw=84.60193}
[2017/02/22 19:15:44] §6[§cAdmin§6]§d» §3chicken§r executed /spawn at Location{world=CraftWorld{name=world},x=-5068.040710214864,y=128.35748494349897,z=174.5426631985874,pitch=18.000004,yaw=-129.0014}
[2017/02/22 19:15:51] §6[§cAdmin§6]§d» §3chicken§r executed /ce info at Location{world=CraftWorld{name=world},x=-5023.414569225243,y=67.38172785115665,z=-161.50690328134067,pitch=28.949995,yaw=83.39997}
[2017/02/22 19:16:10] §6[§cAdmin§6]§d» §3chicken§r executed /tp fybit at Location{world=CraftWorld{name=world},x=-5023.462827146335,y=67.38172785115665,z=-161.50690328134067,pitch=28.949995,yaw=83.39997}
[2017/02/22 19:16:34] §6[§cAdmin§6]§d» §3chicken§r executed /weather sun at Location{world=CraftWorld{name=world},x=-5151.565727438349,y=85.90760396124287,z=220.6570637898363,pitch=18.149988,yaw=50.25234}
[2017/02/22 19:16:50] §6[§cAdmin§6]§d» §3chicken§r executed /ce info at Location{world=CraftWorld{name=world},x=-5192.3978957558475,y=79.53827240865974,z=194.81834155058704,pitch=18.899982,yaw=131.10231}
[2017/02/22 19:17:25] §6[§cAdmin§6]§d» §3chicken§r executed /ce book double damage at Location{world=CraftWorld{name=world},x=-5193.823064534003,y=79.53827240865974,z=193.58636302814742,pitch=18.899982,yaw=131.10231}
[2017/02/22 19:17:30] §6[§cAdmin§6]§d» §3chicken§r executed /ce book doubledamage at Location{world=CraftWorld{name=world},x=-5202.188352283349,y=74.29393646203606,z=180.62810368547127,pitch=82.79999,yaw=155.70229}
[2017/02/22 19:17:38] §6[§cAdmin§6]§d» §3chicken§r executed /ce book doubledamage 5 at Location{world=CraftWorld{name=world},x=-5213.066402404021,y=74.29393646203606,z=167.90592731605776,pitch=82.79999,yaw=155.70229}
[2017/02/22 19:18:00] §6[§cAdmin§6]§d» §3chicken§r executed /ce book doubledamage 5 at Location{world=CraftWorld{name=world},x=-5271.0000977136715,y=69.79955753416512,z=168.37341089069653,pitch=28.499973,yaw=130.95229}
[2017/02/22 19:18:01] §6[§cAdmin§6]§d» §3chicken§r executed /ce book doubledamage 5 at Location{world=CraftWorld{name=world},x=-5271.003163362794,y=69.79955753416512,z=168.37341089069653,pitch=28.499973,yaw=130.95229}
[2017/02/22 19:18:08] §6[§cAdmin§6]§d» §3chicken§r executed /deop at Location{world=CraftWorld{name=world},x=-5269.461764029344,y=68.0,z=158.30000001192093,pitch=39.59997,yaw=213.30232}
[2017/02/22 19:18:14] §6[§cAdmin§6]§d» §3chicken§r executed /deop chicken at Location{world=CraftWorld{name=world},x=-5271.86560179344,y=70.0,z=151.6390053458441,pitch=12.299975,yaw=105.45238}
[2017/02/22 19:19:08] §6[§cAdmin§6]§d» §3chicken§r executed /deop chicken at Location{world=CraftWorld{name=world},x=-5358.620185701607,y=83.12728816126426,z=43.49517433237679,pitch=41.699955,yaw=192.9025}
[2017/02/22 19:19:19] §6[§cAdmin§6]§d» §3chicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-5361.789538128397,y=90.25232001076625,z=24.732897494012008,pitch=25.949951,yaw=183.30247}
[2017/02/22 19:19:26] §6[§aMember§6] §ffybit§r executed //cut at Location{world=CraftWorld{name=world},x=-5101.747593191507,y=75.6720756139603,z=130.68257527260695,pitch=51.599964,yaw=79.05371}
[2017/02/22 19:19:29] §6[§aMember§6] §ffybit§r executed /gm 0 chicken at Location{world=CraftWorld{name=world},x=-5101.747593191507,y=75.6720756139603,z=130.68257527260695,pitch=51.599964,yaw=79.05371}
[2017/02/22 19:19:31] §6[§cAdmin§6]§d» §3chicken§r executed /fly at Location{world=CraftWorld{name=world},x=-5349.341453694937,y=87.0,z=-0.30000001192092896,pitch=50.549957,yaw=240.60243}
[2017/02/22 19:19:47] §6[§aMember§6] §ffybit§r executed /gm 0 chicken at Location{world=CraftWorld{name=world},x=-5100.828295418985,y=80.92942973185889,z=142.78993365597174,pitch=22.799967,yaw=49.501953}
[2017/02/22 19:19:50] §6[§aMember§6] §ffybit§r executed //cut at Location{world=CraftWorld{name=world},x=-5100.825294753449,y=80.92942973185889,z=142.78993365597174,pitch=22.799967,yaw=49.501953}
[2017/02/22 19:19:52] §6[§aMember§6] §ffybit§r executed /tp chicken at Location{world=CraftWorld{name=world},x=-5100.825294753449,y=80.92942973185889,z=142.78993365597174,pitch=22.799967,yaw=49.501953}
[2017/02/22 19:21:25] §6[§aMember§6] §ffybit§r executed /deop fybit at Location{world=CraftWorld{name=world},x=-5360.300000011921,y=82.0,z=2.4326144238469904,pitch=38.849926,yaw=74.70265}
[2017/02/22 19:22:46] §6[§cAdmin§6]§d» §3chicken§r executed /kit food at Location{world=CraftWorld{name=world},x=-5367.443908784229,y=71.0,z=-13.574253206002975,pitch=27.749985,yaw=-89.84708}
[2017/02/22 19:23:32] §6[§aMember§6] §fchicken§r executed /back at Location{world=CraftWorld{name=world},x=-4969.54047167101,y=67.0,z=-160.47180921241775,pitch=-6.5999975,yaw=89.39996}
[2017/02/22 19:24:12] §6[§aMember§6] §fchicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-5372.8608319360765,y=74.0,z=3.8248635595993163,pitch=3.4500165,yaw=-97.646484}
[2017/02/22 19:25:05] §6[§aMember§6] §fchicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-5364.1935645842195,y=81.12385933052965,z=-1.246766966010818,pitch=50.39996,yaw=-147.4461}
[2017/02/22 19:26:03] §6[§aMember§6] §fchicken§r executed /unbk at Location{world=CraftWorld{name=world},x=-5329.192937983664,y=69.0,z=-35.63350592115583,pitch=4.7999415,yaw=-55.196167}
[2017/02/22 19:26:29] §6[§aMember§6] §fchicken§r executed /gly at Location{world=CraftWorld{name=world},x=-5259.32250238359,y=65.0,z=-77.4828424192513,pitch=27.149935,yaw=-101.84573}
[2017/02/22 19:26:31] §6[§aMember§6] §fchicken§r executed /fly at Location{world=CraftWorld{name=world},x=-5256.144003387757,y=61.0,z=-78.14239686364807,pitch=27.149935,yaw=-101.84573}
[2017/02/22 19:26:45] §6[§aMember§6] §fchicken§r executed /heal at Location{world=CraftWorld{name=world},x=-5313.981384800518,y=98.23362553213575,z=0.002104469768922451,pitch=48.89996,yaw=-272.9957}
[2017/02/22 19:26:52] §6[§aMember§6] §fchicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-5334.844799206206,y=90.0,z=1.141575530562209,pitch=32.99991,yaw=-218.24568}
[2017/02/22 19:27:17] §6[§aMember§6] §fchicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-5335.699999988079,y=92.11258732564168,z=29.30000001192093,pitch=9.749944,yaw=-243.59583}
[2017/02/22 19:27:45] §6[§aMember§6] §fchicken§r executed /ce book doubledamage 20 at Location{world=CraftWorld{name=world},x=-5229.1563653919275,y=75.80860950954369,z=68.06829655429476,pitch=89.549995,yaw=-51.89569}
[2017/02/22 19:28:07] §6[§aMember§6] §fchicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-5217.315408817068,y=68.0,z=72.01247831590972,pitch=22.649975,yaw=-256.04596}
[2017/02/22 19:30:12] §6[§aMember§6] §fchicken§r executed /heal at Location{world=CraftWorld{name=world},x=-5248.827161426565,y=70.0,z=89.55129117467217,pitch=17.699986,yaw=-116.54608}
[2017/02/22 19:30:14] §6[§aMember§6] §fchicken§r executed /tp fybit at Location{world=CraftWorld{name=world},x=-5248.827161426565,y=70.0,z=89.55129117467217,pitch=17.699986,yaw=-116.54608}
[2017/02/22 19:30:18] §6[§aMember§6] §fchicken§r executed /deop chicken at Location{world=CraftWorld{name=world},x=-5359.276103009489,y=83.0,z=2.296546597704641,pitch=51.599903,yaw=104.85263}
[2017/02/22 19:32:24] §6[§aMember§6] §ffybit§r executed /op chicken at Location{world=CraftWorld{name=world},x=-5364.055097999991,y=82.0,z=2.7118475248676477,pitch=47.84988,yaw=210.90271}
[2017/02/22 19:32:28] §6[§aMember§6] §fchicken§r executed /tp fybit at Location{world=CraftWorld{name=world},x=-5332.605068485124,y=85.0,z=20.8868798052608,pitch=32.549995,yaw=276.45255}
[2017/02/22 19:32:31] §6[§aMember§6] §fchicken§r executed /ce at Location{world=CraftWorld{name=world},x=-5357.413058143683,y=83.0,z=1.8920210489922302,pitch=39.749886,yaw=76.652725}
[2017/02/22 19:32:34] §6[§aMember§6] §fchicken§r executed /ce help at Location{world=CraftWorld{name=world},x=-5357.413058143683,y=83.0,z=1.8920210489922302,pitch=39.749886,yaw=76.652725}
[2017/02/22 19:32:44] §6[§aMember§6] §fchicken§r executed /ce scroll black at Location{world=CraftWorld{name=world},x=-5358.775247712891,y=83.0,z=2.699999988079071,pitch=39.749886,yaw=76.652725}
[2017/02/22 19:32:51] §6[§aMember§6] §fchicken§r executed /ce scroll white at Location{world=CraftWorld{name=world},x=-5360.054037962391,y=83.0,z=2.604238443474209,pitch=37.349888,yaw=98.55273}
[2017/02/22 19:33:01] §6[§aMember§6] §ffybit§r executed /list at Location{world=CraftWorld{name=world},x=-5363.29983946107,y=83.0,z=3.1088172391346895,pitch=-7.9501204,yaw=258.30267}
[2017/02/22 19:33:06] §6[§aMember§6] §fchicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-5360.054037962391,y=83.0,z=2.604238443474209,pitch=37.349888,yaw=98.55273}
[2017/02/22 19:33:11] §6[§aMember§6] §ffybit§r executed /back at Location{world=CraftWorld{name=world},x=-5363.29983946107,y=83.0,z=3.1088172391346895,pitch=-7.9501204,yaw=258.30267}
[2017/02/22 19:33:45] §6[§aMember§6] §ffybit§r executed /sethome boss at Location{world=CraftWorld{name=world},x=-5104.628851447286,y=74.0,z=147.3835328837058,pitch=-0.30003396,yaw=28.951948}
[2017/02/22 19:33:51] §6[§aMember§6] §fchicken§r executed /ce dust at Location{world=CraftWorld{name=world},x=-5360.054037962391,y=83.0,z=2.604238443474209,pitch=37.349888,yaw=98.55273}
[2017/02/22 19:33:58] §6[§aMember§6] §fchicken§r executed /ce dust success at Location{world=CraftWorld{name=world},x=-5364.018222903845,y=83.0,z=4.465086992901733,pitch=35.549885,yaw=44.70272}
[2017/02/22 19:34:14] §6[§aMember§6] §fchicken§r executed /ce dust destroy at Location{world=CraftWorld{name=world},x=-5358.300000011921,y=82.0,z=1.5143256345218594,pitch=54.74989,yaw=54.002747}
[2017/02/22 19:34:28] §6[§aMember§6] §fchicken§r executed /ce dust mystery at Location{world=CraftWorld{name=world},x=-5362.615674021445,y=81.75,z=1.6741235208144172,pitch=45.29988,yaw=275.55267}
[2017/02/22 19:35:01] §6[§aMember§6] §fchicken§r executed /ce book doubledamage 0 15 at Location{world=CraftWorld{name=world},x=-5364.488019880597,y=81.0,z=1.5147276111897507,pitch=35.55002,yaw=269.85236}
[2017/02/22 19:35:04] §6[§aMember§6] §fchicken§r executed /ce book doubledamage 15 at Location{world=CraftWorld{name=world},x=-5364.488019880597,y=81.0,z=1.5147276111897507,pitch=35.55002,yaw=269.85236}
[2017/02/22 19:35:29] §6[§aMember§6] §fchicken§r executed /ce book doubledamage 15 5 at Location{world=CraftWorld{name=world},x=-5364.488019880597,y=81.0,z=1.5147276111897507,pitch=34.500015,yaw=270.9024}
[2017/02/22 19:35:40] §6[§aMember§6] §fchicken§r executed /deop chicken at Location{world=CraftWorld{name=world},x=-5364.457371330106,y=81.0,z=1.649905764727006,pitch=49.949986,yaw=279.15222}
[2017/02/22 19:36:27] §6[§aMember§6] §fchicken§r executed /ce at Location{world=CraftWorld{name=world},x=-5380.752993872449,y=90.86813552998275,z=6.205971519312534,pitch=49.799976,yaw=81.45227}
[2017/02/22 19:36:50] §6[§aMember§6] §fchicken§r executed /spawn at Location{world=CraftWorld{name=world},x=-5390.1916593569995,y=97.98749508897288,z=17.52806983691885,pitch=88.65002,yaw=-31.49773}
[2017/02/22 19:36:53] §6[§aMember§6] §ffybit§r executed /op chicken at Location{world=CraftWorld{name=world},x=-4881.8916814989325,y=146.74411006173023,z=425.6212939934343,pitch=34.19989,yaw=-323.5478}
[2017/02/22 19:37:19] §6[§aMember§6] §ffybit§r executed /tp 100000 100 100000 at Location{world=CraftWorld{name=world},x=-5106.918632295858,y=117.88611487535077,z=442.0272152048905,pitch=35.5499,yaw=-273.8977}
[2017/02/22 19:37:24] §6[§aMember§6] §fchicken§r executed /enchantapi add vampire 5 at Location{world=CraftWorld{name=world},x=-5026.926513630927,y=67.380668364029,z=-164.5555237080332,pitch=19.500006,yaw=188.39978}
[2017/02/22 19:37:25] §6[§aMember§6] §ffybit§r executed /tp 100000 100 10000 at Location{world=CraftWorld{name=world},x=99979.58696997777,y=90.63066831557994,z=100000.81150904011,pitch=28.49991,yaw=-272.9978}
[2017/02/22 19:37:29] §6[§aMember§6] §ffybit§r executed /tp 100000 100 1000 at Location{world=CraftWorld{name=world},x=100000.5,y=100.0,z=10000.5,pitch=28.49991,yaw=-272.9978}
[2017/02/22 19:37:32] §6[§aMember§6] §fchicken§r executed /ce help at Location{world=CraftWorld{name=world},x=-5053.660686587554,y=73.00000254866077,z=-162.78668308575882,pitch=52.2,yaw=117.89984}
[2017/02/22 19:37:41] §6[§aMember§6] §ffybit§r executed /tp 100000 100 10000 at Location{world=CraftWorld{name=world},x=100000.5,y=100.0,z=1000.5,pitch=78.75,yaw=-245.99786}
[2017/02/22 19:37:49] §6[§aMember§6] §fchicken§r executed /ce add vampire 5 at Location{world=CraftWorld{name=world},x=-5064.776684578219,y=74.0,z=-160.1670748616793,pitch=52.2,yaw=117.89984}
[2017/02/22 19:37:52] §6[§aMember§6] §ffybit§r executed /home boss at Location{world=CraftWorld{name=world},x=100051.40686158804,y=100.0,z=10086.07995405762,pitch=26.550001,yaw=-26.997772}
[2017/02/22 19:39:20] §6[§aMember§6] §fchicken§r executed /enchantapi add lifesteal 3 at Location{world=CraftWorld{name=world},x=-5013.433461463039,y=73.0,z=-177.05233138072796,pitch=18.750017,yaw=-137.39978}
[2017/02/22 19:39:37] §6[§aMember§6] §fchicken§r executed /nbti lore add &6- Lo?i ki?m ð?c bi?t at Location{world=CraftWorld{name=world},x=-5008.022279491743,y=74.0,z=-176.72212071318407,pitch=44.250015,yaw=-78.44979}
[2017/02/22 19:39:47] §6[§aMember§6] §ffybit§r executed /sethome boss1 at Location{world=CraftWorld{name=world},x=-4892.501574475673,y=85.72799935212198,z=356.6869472496586,pitch=32.099922,yaw=323.1012}
[2017/02/22 19:40:23] §6[§aMember§6] §fchicken§r executed /nbti lore add &4- Giúp ch? s? h?u tãng kh? nãng h?i ph?c at Location{world=CraftWorld{name=world},x=-5002.813274746486,y=74.0,z=-186.4594535074512,pitch=20.100012,yaw=-17.39975}
[2017/02/22 19:40:47] §6[§aMember§6] §ffybit§r executed //cut at Location{world=CraftWorld{name=world},x=-4866.300000011921,y=80.0,z=360.46841384488545,pitch=16.499928,yaw=174.45068}
[2017/02/22 19:41:07] §6[§aMember§6] §ffybit§r executed //paste at Location{world=CraftWorld{name=world},x=-4914.4510817590235,y=76.0,z=344.3642891416405,pitch=20.54993,yaw=180.90063}
[2017/02/22 19:41:13] §6[§aMember§6] §fchicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-4999.300000011921,y=74.0,z=-182.55080152234146,pitch=37.950012,yaw=-5.550049}
[2017/02/22 19:42:26] §6[§aMember§6] §ffybit§r executed //cut at Location{world=CraftWorld{name=world},x=-4899.134196400755,y=77.53157013975068,z=368.3335231630599,pitch=37.049976,yaw=64.650566}
[2017/02/22 19:42:27] §6[§aMember§6] §fchicken§r executed /nbti lore add &4- Có kh? nãng h?i l?i máu khi t?n công at Location{world=CraftWorld{name=world},x=-4989.604945172643,y=75.0,z=-183.87977678701756,pitch=52.049973,yaw=-56.850586}
[2017/02/22 19:43:00] §6[§aMember§6] §ffybit§r executed //cut at Location{world=CraftWorld{name=world},x=-4898.300000011921,y=80.0,z=397.1291440904154,pitch=80.25002,yaw=84.90049}
[2017/02/22 19:43:11] §6[§aMember§6] §fchicken§r executed /nbti lore add &5- K? nãng ð?c bi?t: &eH?i máu at Location{world=CraftWorld{name=world},x=-4989.139050789397,y=75.0,z=-184.5974246990062,pitch=65.39997,yaw=-289.5006}
[2017/02/22 19:43:27] §6[§aMember§6] §fchicken§r executed /nbti mod add maxhealth 0 20 mainhand at Location{world=CraftWorld{name=world},x=-4996.4439918753005,y=74.0,z=-184.59925658211682,pitch=25.349968,yaw=-275.70074}
[2017/02/22 19:43:39] §6[§aMember§6] §ffybit§r executed //cut at Location{world=CraftWorld{name=world},x=-4898.271812981554,y=80.0,z=394.8371096724502,pitch=43.65005,yaw=4.050364}
[2017/02/22 19:44:06] §6[§aMember§6] §fchicken§r executed /nbti mod add attackdamage 0 40 mainhand at Location{world=CraftWorld{name=world},x=-4998.798511198536,y=75.0,z=-183.34951592066216,pitch=30.450005,yaw=-107.100464}
[2017/02/22 19:44:31] §6[§aMember§6] §fchicken§r executed /nbti mod add maxhealth 1 0.15 mainhand at Location{world=CraftWorld{name=world},x=-4998.798511198536,y=75.0,z=-183.34951592066216,pitch=45.900005,yaw=-216.30048}
[2017/02/22 19:44:35] §6[§aMember§6] §fchicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-4998.798511198536,y=75.0,z=-183.34951592066216,pitch=45.900005,yaw=-254.7005}
[2017/02/22 19:45:54] §6[§aMember§6] §fchicken§r executed /nbti name &e&l??? &2&lThánh Linh Ki?m &e&l??? at Location{world=CraftWorld{name=world},x=-5003.149152210822,y=74.0,z=-175.22820178665367,pitch=22.199955,yaw=-351.45044}
[2017/02/22 19:46:04] §6[§aMember§6] §ffybit§r executed //cut at Location{world=CraftWorld{name=world},x=-4961.887612508896,y=74.0,z=389.0163043674378,pitch=12.450003,yaw=260.70016}
[2017/02/22 19:46:05] §6[§aMember§6] §fchicken§r executed /cshop at Location{world=CraftWorld{name=world},x=-5002.633607879779,y=74.0,z=-186.69999998807907,pitch=6.2999654,yaw=-176.40088}
[2017/02/22 19:46:07] §6[§aMember§6] §fchicken§r executed /give chicken 7 1 0 {display:{Name:"§b§lÐ§e§lá§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 100 coin / 1 cái"]},ench:[{id:35,lvl:5}]} at Location{world=CraftWorld{name=world},x=-5002.633607879779,y=74.0,z=-186.69999998807907,pitch=-7.0500355,yaw=-159.00092}
[2017/02/22 19:46:07] §6[§aMember§6] §fchicken§r executed /give chicken 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=-5002.633607879779,y=74.0,z=-186.69999998807907,pitch=-7.0500355,yaw=-159.00092}
[2017/02/22 19:46:07] §6[§aMember§6] §fchicken§r executed /give chicken 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=-5002.633607879779,y=74.0,z=-186.69999998807907,pitch=-7.0500355,yaw=-159.00092}
[2017/02/22 19:46:07] §6[§aMember§6] §fchicken§r executed /give chicken 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=-5002.633607879779,y=74.0,z=-186.69999998807907,pitch=-7.0500355,yaw=-159.00092}
[2017/02/22 19:46:08] §6[§aMember§6] §fchicken§r executed /give chicken 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=-5002.633607879779,y=74.0,z=-186.69999998807907,pitch=-7.0500355,yaw=-159.00092}
[2017/02/22 19:46:08] §6[§aMember§6] §fchicken§r executed /give chicken 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=-5002.633607879779,y=74.0,z=-186.69999998807907,pitch=-7.0500355,yaw=-159.00092}
[2017/02/22 19:46:09] §6[§aMember§6] §fchicken§r executed /give chicken 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=-5002.633607879779,y=74.0,z=-186.69999998807907,pitch=-7.0500355,yaw=-159.00092}
[2017/02/22 19:47:00] §6[§aMember§6] §ffybit§r executed //cut at Location{world=CraftWorld{name=world},x=-4914.844117048122,y=78.0,z=396.70583305393984,pitch=25.049994,yaw=70.95007}
[2017/02/22 19:47:46] §6[§aMember§6] §ffybit§r executed //set 2 at Location{world=CraftWorld{name=world},x=-4912.968934307627,y=81.63007094362575,z=348.4229709342914,pitch=26.549976,yaw=217.19958}
[2017/02/22 19:49:33] §6[§aMember§6] §fchicken§r executed /nbti mod add sharpness 20 at Location{world=CraftWorld{name=world},x=-5009.428064524914,y=74.0,z=-176.6821343203529,pitch=17.849867,yaw=-90.90076}
[2017/02/22 19:49:42] §6[§aMember§6] §fchicken§r executed /enchantapi add sharpness 20 at Location{world=CraftWorld{name=world},x=-5005.979895143316,y=74.0,z=-176.65316557765354,pitch=16.799866,yaw=-89.25079}
[2017/02/22 19:49:52] §6[§aMember§6] §fchicken§r executed /enchantapi add smite 5 at Location{world=CraftWorld{name=world},x=-5008.4521031015165,y=74.0,z=-176.7438624501368,pitch=3.5998607,yaw=-93.60083}
[2017/02/22 19:50:09] §6[§aMember§6] §ffybit§r executed //cut at Location{world=CraftWorld{name=world},x=-4893.640619493974,y=78.0,z=292.30000001192093,pitch=11.999954,yaw=178.64984}
[2017/02/22 19:50:24] §6[§aMember§6] §ffybit§r executed //paste at Location{world=CraftWorld{name=world},x=-4910.128542305024,y=78.0,z=350.7952149277116,pitch=6.8999567,yaw=84.150024}
[2017/02/22 19:50:31] §6[§aMember§6] §fchicken§r executed /enchantapi add Bane of Arthropods 5 at Location{world=CraftWorld{name=world},x=-5005.680023092307,y=74.0,z=-177.01123366383896,pitch=11.849861,yaw=-290.70093}
[2017/02/22 19:50:45] §6[§aMember§6] §ffybit§r executed //paste at Location{world=CraftWorld{name=world},x=-4967.713291922447,y=78.0,z=386.4310290012624,pitch=8.999942,yaw=260.0993}
